Rooms,Bathroom,Landsize,Lattitude,Longtitude,Price_original,y_pred_DT,y_pred_NN,Error_DT,Error_NN
4,3,338,-37.8633,144.8963,2910000,2248000,371344352,-662000,368434352
3,3,515,-37.8609,144.8947,2910000,2248000,509859776,-662000,506949776
3,2,315,-37.8595,144.8868,1200000,2248000,350201728,1048000,349001728
3,1,373,-37.8661,144.8973,1460000,2248000,394452992,788000,392992992
1,1,0,-37.8588,144.8919,310000,835500,96934984,525500,96624984
3,2,348,-37.8578,144.8799,1200000,2248000,376277120,1048000,375077120
3,2,310,-37.8644,144.9039,1560000,2248000,346261344,688000,344701344
3,2,430,-37.8613,144.8939,1575000,2248000,441090688,673000,439515688
2,1,84,-37.8581,144.9015,830000,2248000,164692112,1418000,163862112
3,2,364,-37.8513,144.8961,1470000,2248000,388931104,778000,387461104
4,2,782,-37.8647,144.8867,2230000,2248000,720638016,18000,718408016
3,2,506,-37.8658,144.8857,1460000,2248000,501148864,788000,499688864
4,3,217,-37.8634,144.8796,1330000,2248000,275707936,918000,274377936
3,2,418,-37.8571,144.8767,1010000,2248000,431596000,1238000,430586000
2,1,0,-37.8536,144.8981,513500,835500,98304400,322000,97790900
4,2,466,-37.8621,144.8872,1805000,2248000,470903616,443000,469098616
4,1,307,-37.8525,144.8945,1126000,2248000,343656192,1122000,342530192
3,2,233,-37.8573,144.8911,935000,2248000,285399616,1313000,284464616
2,1,0,-37.8504,144.8924,375000,835500,98300512,460500,97925512
4,2,648,-37.8601,144.8879,2050000,2248000,614738176,198000,612688176
3,2,185,-37.8664,144.9072,1310000,2248000,247476240,938000,246166240
2,1,0,-37.8563,144.8995,491500,835500,98305576,344000,97814076
2,1,0,-37.8612,144.8971,547500,835500,98304672,288000,97757172
3,1,249,-37.86,144.895,1210000,2248000,296453824,1038000,295243824
2,1,0,-37.8586,144.8937,412000,835500,98302272,423500,97890272
4,2,265,-37.8656,144.9039,1630000,2248000,312064224,618000,310434224
3,2,506,-37.8592,144.888,1482500,2248000,501149472,765500,499666972
4,2,369,-37.8576,144.8992,1300000,2248000,394251488,948000,392951488
4,1,765,-37.8621,144.8999,2255000,2248000,705617472,-7000,703362472
3,2,260,-37.8671,144.9001,1710000,2248000,306744384,538000,305034384
4,3,500,-37.8638,144.8798,2440000,2248000,499362720,-192000,496922720
2,1,0,-37.8564,144.8864,380000,835500,98297520,455500,97917520
2,1,0,-37.8571,144.8841,367500,835500,98296184,468000,97928684
3,1,311,-37.8546,144.8762,1225000,2248000,345440128,1023000,344215128
2,2,0,-37.8558,144.9903,580000,835500,99954680,255500,99374680
3,1,440,-37.8528,144.9994,2302000,2248000,447464320,-54000,445162320
2,1,598,-37.8564,144.9971,611000,2248000,570964288,1637000,570353288
2,1,0,-37.8577,145.0002,800000,835500,98367712,35500,97567712
1,1,0,-37.8564,145.0016,275000,835500,97002224,560500,96727224
3,2,138,-37.8556,144.995,1540000,2248000,210384960,708000,208844960
3,1,317,-37.856,144.9891,1370000,2248000,350251584,878000,348881584
1,1,0,-37.8568,145.0004,452000,835500,97001520,383500,96549520
1,1,0,-37.8571,144.9979,501000,835500,97000016,334500,96499016
2,1,0,-37.8555,145.0018,380000,835500,98368448,455500,97988448
2,2,521,-37.8543,144.9939,1177000,2248000,511702400,1071000,510525400
2,1,0,-37.8559,144.999,600000,835500,98366768,235500,97766768
2,1,0,-37.8518,144.9868,1500000,835500,98358792,-664500,96858792
3,2,0,-37.8526,144.9977,830000,835500,101325064,5500,100495064
2,2,0,-37.8563,144.9916,1200000,835500,99955536,-364500,98755536
2,1,1452,-37.8554,145.0018,600000,2248000,1245882240,1648000,1245282240
2,1,0,-37.8552,145.0005,474000,835500,98367616,361500,97893616
2,1,157,-37.8522,144.986,1350000,2248000,222435232,898000,221085232
3,3,143,-37.8525,144.9881,1910000,2248000,215925136,338000,214015136
4,3,531,-37.7198,145.1034,915000,2248000,523982688,1333000,523067688
3,2,568,-37.7216,145.1066,810000,2248000,550266368,1438000,549456368
3,2,536,-37.7233,145.1045,753000,2248000,524975776,1495000,524222776
3,2,586,-37.7279,145.1017,602500,2248000,564489600,1645500,563887100
3,1,614,-37.7305,145.081,742000,2248000,585012160,1506000,584270160
4,2,551,-37.7302,145.0883,953000,2248000,538187264,1295000,537234264
3,1,706,-37.731,145.0811,650000,2248000,657719744,1598000,657069744
3,2,566,-37.7195,145.1034,731000,2248000,548683584,1517000,547952584
3,1,616,-37.7306,145.0854,710000,2248000,586595520,1538000,585885520
3,2,587,-37.72,145.1014,936000,2248000,565278720,1312000,564342720
3,1,687,-37.7303,145.0823,721000,2248000,642704768,1527000,641983768
3,2,448,-37.8228,144.8799,1000000,2248000,455302944,1248000,454302944
2,1,471,-37.8149,144.8707,890000,2248000,470513696,1358000,469623696
3,1,191,-37.8175,144.8879,1165000,2248000,250607136,1083000,249442136
4,2,427,-37.8187,144.8771,1550000,2248000,440070656,698000,438520656
3,1,323,-37.8108,144.8899,770000,2248000,354927040,1478000,354157040
3,2,428,-37.8167,144.8965,871000,2248000,439506464,1377000,438635464
3,2,213,-37.8175,144.8964,780000,2248000,269592192,1468000,268812192
2,1,0,-37.8113,144.8955,650000,835500,98297816,185500,97647816
3,1,138,-37.82,144.891,770000,2248000,208723504,1478000,207953504
4,2,244,-37.8139,144.8741,1235000,2248000,295443552,1013000,294208552
2,1,220,-37.8115,144.8875,1000000,2248000,272158656,1248000,271158656
3,2,473,-37.8217,144.8842,1320000,2248000,475062944,928000,473742944
3,2,214,-37.8175,144.8929,1100000,2248000,270380352,1148000,269280352
2,1,1555,-37.8156,144.8943,782000,2248000,1327212160,1466000,1326430160
3,3,197,-37.8197,144.8875,910000,2248000,258535488,1338000,257625488
2,1,261,-37.8157,144.887,856000,2248000,304561120,1392000,303705120
3,1,477,-37.8186,144.8736,670000,2248000,476623968,1578000,475953968
4,1,165,-37.819,144.895,706000,2248000,231430128,1542000,230724128
3,2,462,-37.8128,144.8695,1050000,2248000,466359488,1198000,465309488
4,2,319,-37.8197,144.8957,1320000,2248000,354729952,928000,353409952
5,2,644,-37.8102,144.8857,1815000,2248000,612935936,433000,611120936
2,1,148,-37.822,144.89,630000,2248000,215259920,1618000,214629920
4,1,766,-37.8126,144.8905,1870000,2248000,706396160,378000,704526160
3,1,902,-37.8153,144.8796,1930000,2248000,812504128,318000,810574128
1,1,0,-37.8173,144.894,510000,835500,96931392,325500,96421392
2,1,0,-37.8128,144.8953,381000,835500,98297880,454500,97916880
3,2,352,-37.8164,144.8869,1040000,2248000,379437824,1208000,378397824
1,1,0,-37.8173,144.894,470000,835500,96931392,365500,96461392
2,1,0,-37.8106,144.8957,501344,835500,98297880,334156,97796536
3,1,464,-37.8151,144.8638,796000,2248000,466343552,1452000,465547552
3,1,670,-37.8134,144.8745,1055000,2248000,629151488,1193000,628096488
3,3,0,-37.8194,144.8826,620000,835500,102843592,215500,102223592
1,1,0,-37.8111,144.887,345000,835500,96926352,490500,96581352
3,1,240,-37.8202,144.8896,950000,2248000,289333120,1298000,288383120
4,2,417,-37.8197,144.8969,1200000,2248000,432179936,1048000,430979936
3,1,438,-37.8177,144.8711,1005000,2248000,445800576,1243000,444795576
4,2,297,-37.8108,144.888,1340000,2248000,337337600,908000,335997600
3,1,189,-37.8159,144.8795,865000,2248000,249021184,1383000,248156184
3,1,341,-37.8224,144.8818,781500,2248000,369148768,1466500,368367268
4,1,306,-37.8102,144.8885,1401000,2248000,342857184,847000,341456184
2,2,168,-37.8225,144.8814,630000,2248000,232653920,1618000,232023920
5,3,446,-37.8146,144.8692,1137500,2248000,458040448,1110500,456902948
4,1,411,-37.8117,144.8873,1158000,2248000,425838080,1090000,424680080
3,2,206,-37.8127,144.8965,955000,2248000,264059616,1293000,263104616
3,1,448,-37.8171,144.8753,1081000,2248000,453706144,1167000,452625144
3,1,558,-37.8119,144.868,725000,2248000,540633920,1523000,539908920
2,1,128,-37.8179,144.8908,767000,2248000,199453936,1481000,198686936
3,2,542,-37.811,144.8844,1450000,2248000,529592352,798000,528142352
3,3,386,-37.816,144.8936,1430000,2248000,407905280,818000,406475280
3,1,229,-37.8172,144.8919,1275000,2248000,280640928,973000,279365928
4,2,455,-37.8177,144.8839,1606000,2248000,462203072,642000,460597072
2,1,435,-37.8223,144.8779,780000,2248000,442068256,1468000,441288256
3,1,463,-37.8137,144.8636,670000,2248000,465553024,1578000,464883024
3,2,235,-37.815,144.8928,1380000,2248000,286976320,868000,285596320
2,1,0,-37.8182,144.8846,480500,835500,98291928,355000,97811428
4,2,261,-37.8123,144.8888,1520000,2248000,308887456,728000,307367456
5,2,488,-37.8131,144.8778,1287000,2248000,489644832,961000,488357832
3,2,169,-37.8122,144.8965,800000,2248000,234818512,1448000,234018512
3,1,463,-37.8172,144.8924,1460000,2248000,465571168,788000,464111168
3,1,470,-37.822,144.8904,840000,2248000,471102592,1408000,470262592
3,1,208,-37.8145,144.8804,900500,2248000,264037232,1347500,263136732
3,2,171,-37.8124,144.8957,940000,2248000,236398672,1308000,235458672
1,1,0,-37.7561,144.9028,380000,835500,96929624,455500,96549624
4,3,757,-37.7606,144.8909,1646000,2248000,702464128,602000,700818128
2,1,976,-37.7557,144.9037,470000,2248000,869627968,1778000,869157968
4,2,559,-37.7614,144.8925,1346000,2248000,544392832,902000,543046832
3,2,217,-37.7591,144.8923,935000,2248000,272744064,1313000,271809064
4,4,670,-37.7637,144.8931,3900000,2248000,635303168,-1652000,631403168
4,2,578,-37.7614,144.8953,1150000,2248000,559410240,1098000,558260240
1,2,676,-37.7632,144.898,1720000,2248000,632762752,528000,631042752
2,1,809,-37.7587,144.9015,1705000,2248000,737647040,543000,735942040
3,1,465,-37.7626,144.8954,1190000,2248000,467147200,1058000,465957200
5,3,839,-37.759,144.9015,1740000,2248000,768641280,508000,766901280
4,2,578,-37.7614,144.8953,1200000,2248000,559410240,1048000,558210240
3,1,229,-37.7606,144.8973,726000,2248000,280637568,1522000,279911568
3,3,593,-37.7584,144.8968,1300000,2248000,571492352,948000,570192352
2,1,0,-37.76,144.9002,670000,835500,98294696,165500,97624696
4,2,1076,-37.7609,144.8905,1350000,2248000,952976128,898000,951626128
3,1,626,-37.752,145.0367,773000,2248000,594471040,1475000,593698040
3,1,631,-37.7506,145.043,645000,2248000,598426240,1603000,597781240
3,2,231,-37.7527,145.0392,720000,2248000,283897888,1528000,283177888
3,1,609,-37.7504,145.0335,625000,2248000,581033792,1623000,580408792
3,1,456,-37.7638,144.9804,1310000,2248000,460086912,938000,458776912
4,2,136,-37.7601,144.9805,856000,2248000,210150432,1392000,209294432
2,1,0,-37.7668,144.9765,580000,835500,98342448,255500,97762448
3,1,213,-37.7643,144.9808,940000,2248000,268044656,1308000,267104656
3,1,259,-37.7762,144.9755,1495000,2248000,304396544,753000,302901544
4,2,470,-37.7735,144.9833,1550000,2248000,474113568,698000,472563568
4,1,233,-37.7776,144.9727,1815000,2248000,285213376,433000,283398376
4,2,822,-37.7749,144.9762,1625000,2248000,752294528,623000,750669528
3,2,116,-37.7667,144.9821,899000,2248000,192980016,1349000,192081016
2,1,197,-37.7717,144.9719,435000,2248000,254029056,1813000,253594056
2,1,193,-37.7765,144.9751,1080000,2248000,250870400,1168000,249790400
2,1,0,-37.7786,144.9753,656000,835500,98343096,179500,97687096
3,3,336,-37.7664,144.9797,1574000,2248000,368437504,674000,366863504
2,1,0,-37.7786,144.9753,665000,835500,98343096,170500,97678096
2,2,0,-37.7753,144.9725,590000,835500,99934264,245500,99344264
3,2,326,-37.7776,144.9751,1679000,2248000,358939744,569000,357260744
3,3,87,-37.7739,144.975,1050000,2248000,171651104,1198000,170601104
3,1,213,-37.7729,144.9724,825000,2248000,268040496,1423000,267215496
3,1,104,-37.7723,144.9761,998000,2248000,181900112,1250000,180902112
3,2,0,-37.774,144.9731,1010000,835500,101300688,-174500,100290688
3,1,279,-37.7729,144.9722,1050000,2248000,320200064,1198000,319150064
3,1,812,-37.7673,144.9782,1600000,2248000,741432384,648000,739832384
3,2,190,-37.7684,144.9739,1325000,2248000,251457280,923000,250132280
3,1,308,-37.7713,144.9744,1335000,2248000,343119936,913000,341784936
3,1,0,-37.7789,144.9739,805000,835500,99708472,30500,98903472
2,1,225,-37.8285,145.0125,1231010,2248000,276189088,1016990,274958078
2,1,172,-37.8283,145.012,881000,2248000,234302928,1367000,233421928
2,1,149,-37.8287,145.0089,1202500,2248000,216124176,1045500,214921676
3,1,182,-37.8289,145.0089,1435000,2248000,243570272,813000,242135272
3,2,0,-37.8052,144.9604,860000,835500,101296528,-24500,100436528
3,2,100,-37.7983,144.9655,1590000,2248000,180328736,658000,178738736
2,1,0,-37.8009,144.9662,610250,835500,98340112,225250,97729862
2,1,117,-37.793,144.9728,720000,2248000,190808192,1528000,190088192
2,1,66,-37.8049,144.9644,840000,2248000,150499200,1408000,149659200
2,1,0,-37.7969,144.9669,705000,835500,98340080,130500,97635080
4,2,132,-37.801,144.9656,1630100,2248000,206984880,617900,205354780
2,2,0,-37.7929,144.9705,500000,835500,99935104,335500,99435104
2,1,101,-37.7989,144.9713,1010000,2248000,178163200,1238000,177153200
2,1,144,-37.7984,144.9738,1170000,2248000,212147504,1078000,210977504
2,2,0,-37.7969,144.9742,600000,835500,99937840,235500,99337840
4,1,152,-37.7966,144.9709,1616000,2248000,221200320,632000,219584320
2,1,0,-37.7986,144.9682,589000,835500,98341088,246500,97752088
2,1,128,-37.7996,144.9737,1117000,2248000,199502800,1131000,198385800
2,2,0,-37.8127,144.9847,1935000,835500,99946160,-1099500,98011160
2,2,0,-37.8153,144.9842,700000,835500,99946160,135500,99246160
1,1,0,-37.8136,144.9892,750000,835500,96989552,85500,96239552
4,2,505,-37.7518,144.8897,1422000,2248000,501713824,826000,500291824
4,2,740,-37.7517,144.8873,1345000,2248000,687432576,903000,686087576
3,1,556,-37.7537,144.8856,787500,2248000,539057280,1460500,538269780
4,2,179,-37.7527,144.8824,652500,2248000,244072016,1595500,243419516
5,2,616,-37.7497,144.8867,1300000,2248000,590801088,948000,589501088
3,2,0,-37.7532,144.8848,730000,835500,101243896,105500,100513896
7,2,614,-37.75,144.8858,1300000,2248000,591952384,948000,590652384
3,2,356,-37.7493,144.8901,970000,2248000,382593056,1278000,381623056
3,1,688,-37.7577,144.8892,1115000,2248000,643379392,1133000,642264392
2,1,97,-37.7118,144.9689,333000,2248000,174990288,1915000,174657288
3,2,738,-37.7109,144.9654,455000,2248000,684529088,1793000,684074088
2,1,215,-37.7049,144.9638,378000,2248000,268241616,1870000,267863616
3,1,605,-37.6985,144.9615,585000,2248000,577822144,1663000,577237144
3,1,650,-37.7076,144.9753,615000,2248000,613395200,1633000,612780200
3,1,404,-37.7075,144.9678,526000,2248000,418977088,1722000,418451088
3,1,614,-37.7141,144.9677,540000,2248000,584940480,1708000,584400480
4,2,254,-37.7082,144.9725,540000,2248000,303394688,1708000,302854688
3,1,585,-37.695,144.9676,625000,2248000,562019520,1623000,561394520
3,2,587,-37.6996,144.9605,681000,2248000,565189568,1567000,564508568
3,1,720,-37.7043,144.9769,640000,2248000,668716608,1608000,668076608
3,2,603,-37.7194,144.9678,783000,2248000,577841216,1465000,577058216
4,2,567,-37.7102,144.9703,635000,2248000,550757056,1613000,550122056
2,1,640,-37.7038,144.9638,619000,2248000,604118400,1629000,603499400
3,1,314,-37.7066,144.9733,460000,2248000,347853440,1788000,347393440
3,6,592,-37.712,144.9719,751000,2248000,575522624,1497000,574771624
3,1,528,-37.6989,144.9779,609000,2248000,516979296,1639000,516370296
4,1,0,-37.7106,144.9682,752500,835500,101063160,83000,100310660
3,1,602,-37.7144,144.9737,650000,2248000,575460608,1598000,574810608
4,2,613,-37.7034,144.9666,750000,2248000,587107776,1498000,586357776
3,1,609,-37.7083,144.9644,527000,2248000,580986240,1721000,580459240
3,1,599,-37.7071,144.9666,515000,2248000,573084480,1733000,572569480
3,1,540,-37.6973,144.962,617000,2248000,526452928,1631000,525835928
4,2,209,-37.7172,144.968,540000,2248000,267829504,1708000,267289504
3,2,297,-37.6994,144.9686,631000,2248000,336007872,1617000,335376872
3,1,533,-37.6985,144.9778,640000,2248000,520930624,1608000,520290624
2,1,621,-37.7164,144.9666,575000,2248000,589105984,1673000,588530984
4,2,374,-37.7056,144.9671,562000,2248000,398226912,1686000,397664912
3,1,604,-37.6978,144.9686,620000,2248000,577036096,1628000,576416096
3,1,592,-37.6968,144.9674,652500,2248000,567551680,1595500,566899180
4,2,607,-37.716,144.9663,1010000,2248000,582367232,1238000,581357232
3,1,208,-37.7092,144.9695,492000,2248000,264079728,1756000,263587728
3,2,195,-37.7062,144.9688,422500,2248000,255398336,1825500,254975836
3,2,431,-37.8269,145.0496,1865000,2248000,441972800,383000,440107800
5,3,431,-37.825,145.0536,1700000,2248000,446300704,548000,444600704
3,2,466,-37.8305,145.0475,1450000,2248000,469632352,798000,468182352
3,2,94,-37.8302,145.0525,1110000,2248000,175644224,1138000,174534224
4,2,640,-37.826,145.0498,3100000,2248000,608511424,-852000,605411424
2,1,0,-37.8318,145.0448,555000,835500,98392128,280500,97837128
3,2,646,-37.8337,145.0469,1700000,2248000,611886144,548000,610186144
2,1,390,-37.8322,145.0486,1585000,2248000,406611040,663000,405026040
3,2,144,-37.8435,145.0497,935000,2248000,215159008,1313000,214224008
2,1,0,-37.8278,145.0565,460000,835500,98398856,375500,97938856
4,1,764,-37.8374,145.0486,2800000,2248000,704915840,-552000,702115840
2,1,0,-37.8254,145.047,573000,835500,98392720,262500,97819720
2,1,0,-37.8233,145.0575,680000,835500,98398936,155500,97718936
5,2,452,-37.8223,145.0494,2250000,2248000,461300832,-2000,459050832
4,2,457,-37.8332,145.0461,2381000,2248000,463885344,-133000,461504344
4,3,324,-37.8348,145.0503,1738000,2248000,360371648,510000,358633648
3,1,0,-37.8414,145.0505,735000,835500,99762976,100500,99027976
3,1,362,-37.8337,145.0504,1420000,2248000,385850176,828000,384430176
2,1,0,-37.8339,145.0548,400000,835500,98398528,435500,97998528
2,1,229,-37.8265,145.0484,1335000,2248000,279372160,913000,278037160
3,2,431,-37.8269,145.0496,1825000,2248000,441972768,423000,440147768
2,1,150,-37.844,145.0496,840000,2248000,216941328,1408000,216101328
5,2,1250,-37.8245,145.0524,3500000,2248000,1091961344,-1252000,1088461344
2,1,0,-37.8245,145.0527,444000,835500,98396120,391500,97952120
3,2,213,-37.8302,145.0542,1320000,2248000,269690816,928000,268370816
3,1,477,-37.8257,145.0514,1890000,2248000,476734208,358000,474844208
4,2,697,-37.8307,145.0498,2450000,2248000,653559040,-202000,651109040
3,2,289,-37.8451,145.0525,1590000,2248000,329754208,658000,328164208
4,3,523,-37.8319,145.0503,2450000,2248000,517640768,-202000,515190768
2,1,172,-37.8437,145.0536,706000,2248000,234330336,1542000,233624336
5,3,757,-37.8176,145.0548,2500000,2248000,703937984,-252000,701437984
4,2,556,-37.8204,145.0516,2350000,2248000,542126848,-102000,539776848
2,1,326,-37.8373,145.0455,1385000,2248000,356030624,863000,354645624
2,1,1153,-37.8227,145.0528,655250,2248000,1009610432,1592750,1008955182
6,2,350,-37.8219,145.0556,1666000,2248000,382060288,582000,380394288
1,1,2276,-37.8343,145.0547,430000,2248000,1895752448,1818000,1895322448
2,1,0,-37.839,145.0459,505000,835500,98393640,330500,97888640
3,1,354,-37.8225,145.0551,1650000,2248000,379529344,598000,377879344
1,1,917,-37.8338,145.0545,371000,2248000,821736192,1877000,821365192
3,2,255,-37.8266,145.0493,1625000,2248000,302879936,623000,301254936
3,1,211,-37.8204,145.0489,975000,2248000,266512576,1273000,265537576
2,1,132,-37.7519,145.0687,546500,2248000,202716880,1701500,202170380
3,1,858,-37.7504,145.0643,1220000,2248000,777837184,1028000,776617184
3,1,235,-37.7519,145.0696,550000,2248000,285484416,1698000,284934416
2,1,182,-37.7587,145.0657,705000,2248000,242230784,1543000,241525784
2,1,187,-37.7518,145.0698,490000,2248000,246183968,1758000,245693968
3,1,600,-37.752,145.0722,1110000,2248000,573945088,1138000,572835088
2,1,153,-37.7538,145.0695,540000,2248000,219313872,1708000,218773872
3,1,577,-37.7494,145.0703,750000,2248000,555766784,1498000,555016784
5,2,580,-37.7539,145.0577,1401000,2248000,562456064,847000,561055064
3,1,662,-37.7507,145.062,1195000,2248000,622937152,1053000,621742152
2,1,110,-37.7489,145.07,690000,2248000,185330752,1558000,184640752
3,1,639,-37.7502,145.0605,1375000,2248000,604759360,873000,603384360
3,1,827,-37.748,145.0625,1400000,2248000,753336448,848000,751936448
2,1,247,-37.7502,145.069,475000,2248000,293601248,1773000,293126248
3,3,649,-37.7501,145.0822,1030000,2248000,615862272,1218000,614832272
3,1,0,-37.7502,145.0718,1125000,835500,99765352,-289500,98640352
5,4,2064,-37.7769,145.0605,3850000,2248000,1738450560,-1602000,1734600560
3,1,624,-37.7741,145.0506,1605000,2248000,592901504,643000,591296504
2,1,1473,-37.7713,145.0499,470000,2248000,1262498176,1778000,1262028176
4,3,948,-37.7759,145.063,1740000,2248000,853518976,508000,851778976
4,2,830,-37.7679,145.0673,1660000,2248000,758672064,588000,757012064
4,2,1004,-37.7689,145.0665,2200000,2248000,896183808,48000,893983808
4,3,583,-37.7719,145.0582,1875000,2248000,565056512,373000,563181512
5,3,826,-37.7793,145.0654,1797000,2248000,758470656,451000,756673656
3,2,180,-37.772,145.0538,1050000,2248000,243603904,1198000,242553904
3,1,610,-37.6885,144.9092,551000,2248000,581740288,1697000,581189288
3,1,600,-37.6866,144.9086,350000,2248000,573836672,1898000,573486672
3,1,650,-37.687,144.9084,425000,2248000,613351488,1823000,612926488
3,1,647,-37.6904,144.9121,600000,2248000,610983296,1648000,610383296
3,1,601,-37.6889,144.9109,460000,2248000,574628672,1788000,574168672
3,1,624,-37.6862,144.913,611000,2248000,592806592,1637000,592195592
3,1,598,-37.6878,144.9112,495000,2248000,572257856,1753000,571762856
2,1,729,-37.6909,144.9136,472500,2248000,674422592,1775500,673950092
3,2,218,-37.7133,145.0374,480000,2248000,273618240,1768000,273138240
3,1,907,-37.7143,145.039,980000,2248000,816541888,1268000,815561888
4,1,465,-37.7126,145.03,610000,2248000,468590368,1638000,467980368
3,2,468,-37.7125,145.0306,607500,2248000,471188672,1640500,470581172
2,2,180,-37.8115,144.8763,677200,2248000,242133072,1570800,241455872
3,2,269,-37.8108,144.8819,1155000,2248000,313839232,1093000,312684232
3,1,259,-37.8046,144.8831,817000,2248000,304342976,1431000,303525976
3,2,275,-37.8118,144.8801,1035000,2248000,318580032,1213000,317545032
2,1,224,-37.8083,144.8841,677500,2248000,275317376,1570500,274639876
3,1,350,-37.8123,144.8805,760000,2248000,376259456,1488000,375499456
2,2,84,-37.8058,144.8846,730000,2248000,166268832,1518000,165538832
2,1,117,-37.8083,144.8775,440000,2248000,190751344,1808000,190311344
2,1,220,-37.8068,144.8782,685000,2248000,272152384,1563000,271467384
1,1,0,-37.81,144.8786,210000,835500,96921056,625500,96711056
3,2,272,-37.8079,144.8825,1340000,2248000,316210176,908000,314870176
4,2,276,-37.8039,144.8849,925000,2248000,320738592,1323000,319813592
4,2,274,-37.8078,144.8825,1275000,2248000,319156992,973000,317881992
3,1,275,-37.8085,144.8802,925000,2248000,316986432,1323000,316061432
4,2,343,-37.8066,144.8811,1336000,2248000,373686592,912000,372350592
1,1,0,-37.8089,144.8788,200000,835500,96921040,635500,96721040
4,3,286,-37.8958,145.0696,1100000,2248000,330359296,1148000,329259296
3,2,302,-37.9043,145.0622,1160000,2248000,340041056,1088000,338881056
3,1,274,-37.8968,145.075,820000,2248000,316326400,1428000,315506400
2,1,161,-37.8955,145.073,740000,2248000,225655056,1508000,224915056
3,2,277,-37.8936,145.0709,975000,2248000,320287712,1273000,319312712
3,1,595,-37.9027,145.0684,1060000,2248000,570008960,1188000,568948960
2,1,275,-37.8936,145.0725,680000,2248000,315748608,1568000,315068608
3,1,618,-37.8991,145.0686,1430000,2248000,588185536,818000,586755536
3,2,834,-37.8959,145.0736,1370000,2248000,760485952,878000,759115952
2,2,5289,-37.8882,145.0666,605000,2248000,4279895552,1643000,4279290552
4,2,660,-37.8932,145.0681,1610000,2248000,624336512,638000,622726512
1,1,0,-37.8944,145.0733,256500,835500,97050816,579000,96794316
5,2,683,-37.9055,145.0691,1300000,2248000,643881728,948000,642581728
3,1,181,-37.8966,145.0737,835000,2248000,242827824,1413000,241992824
2,2,293,-37.9033,145.0727,861500,2248000,331568512,1386500,330707012
2,2,5289,-37.8882,145.0666,500000,2248000,4279895552,1748000,4279395552
4,2,557,-37.906,145.074,1400000,2248000,542940928,848000,541540928
2,1,102,-37.8894,145.0679,603000,2248000,179023584,1645000,178420584
3,2,506,-37.902,145.0705,1100000,2248000,501266848,1148000,500166848
3,2,553,-37.9031,145.0668,1090000,2248000,538408768,1158000,537318768
4,2,990,-37.8916,145.0753,1800000,2248000,885139456,448000,883339456
2,1,186,-37.8947,145.0722,745500,2248000,245411952,1502500,244666452
3,2,650,-37.8986,145.0359,1401000,2248000,615048256,847000,613647256
4,1,903,-37.9062,145.0263,2250000,2248000,814761792,-2000,812511792
4,2,705,-37.9035,145.028,1715000,2248000,659876608,533000,658161608
1,1,0,-37.9028,145.0475,250000,835500,97035912,585500,96785912
4,1,805,-37.9066,145.0354,1920000,2248000,737318016,328000,735398016
4,2,678,-37.9065,145.0461,1918000,2248000,638549888,330000,636631888
3,1,265,-37.906,145.04,900000,2248000,309193248,1348000,308293248
3,2,667,-37.9088,145.0471,1770000,2248000,628491328,478000,626721328
3,2,326,-37.903,145.0285,1250000,2248000,358987360,998000,357737360
3,2,0,-37.9018,145.0477,822500,835500,101361616,13000,100539116
2,1,210,-37.9001,145.0428,810000,2248000,264361664,1438000,263551664
3,1,551,-37.9036,145.0521,1322000,2248000,535225856,926000,533903856
4,3,718,-37.9061,145.0509,1845000,2248000,671758144,403000,669913144
3,1,578,-37.9047,145.0274,1535000,2248000,556548864,713000,555013864
4,2,691,-37.905,145.029,2005000,2248000,648813184,243000,646808184
3,2,180,-37.9069,145.041,932000,2248000,243611856,1316000,242679856
4,2,862,-37.8993,145.0447,1500000,2248000,783963264,748000,782463264
4,2,666,-37.9032,145.049,1390000,2248000,629067776,858000,627677776
3,1,397,-37.9064,145.0291,940000,2248000,413506048,1308000,412566048
1,1,0,-37.9028,145.0426,296000,835500,97032904,539500,96736904
2,1,0,-37.8986,145.042,475000,835500,98398256,360500,97923256
3,2,238,-37.9062,145.027,820000,2248000,289440448,1428000,288620448
3,2,382,-37.9061,145.0478,940000,2248000,403256288,1308000,402316288
3,2,0,-37.9071,145.0439,1470000,835500,101359912,-634500,99889912
2,1,0,-37.903,145.0452,430000,835500,98400736,405500,97970736
1,1,0,-37.9016,145.0414,362000,835500,97032016,473500,96670016
2,1,0,-37.903,145.0452,410000,835500,98400736,425500,97990736
2,1,452,-37.9024,145.0539,1177000,2248000,455621056,1071000,454444056
2,1,94,-37.9011,145.0474,617500,2248000,172689936,1630500,172072436
2,1,0,-37.9031,145.0444,405000,835500,98400264,430500,97995264
6,3,554,-37.8053,144.8681,1020000,2248000,544757184,1228000,543737184
2,1,444,-37.7933,144.876,912500,2248000,449176384,1335500,448263884
4,1,255,-37.7906,144.8687,710000,2248000,302537504,1538000,301827504
4,2,390,-37.7926,144.8639,837000,2248000,410818432,1411000,409981432
4,2,497,-37.7903,144.8639,850000,2248000,495380096,1398000,494530096
6,2,0,-37.809,144.8686,520000,835500,105339096,315500,104819096
3,1,0,-37.7964,144.8672,347000,835500,99644864,488500,99297864
2,1,0,-37.7952,144.8749,438000,835500,98283256,397500,97845256
2,1,80,-37.806,144.8674,415000,2248000,161503792,1833000,161088792
3,1,302,-37.8066,144.8666,723000,2248000,338315904,1525000,337592904
